Date,Category,Quantity,PPU,Amount,Inventory Level,Units Sold,Weather Condition,Holiday/Promotion,Month,MonthName,DayOfWeek
2025-09-10,Printer Ink,153.0,40070.585873,6130799,254.79,11416,Snowy,1,2025-09,Sep 2025,Wednesday
2025-09-11,Printer Ink,193.0,40316.667029,7781116,276.58,15501,Sunny,0,2025-09,Sep 2025,Thursday
2025-09-12,Printer Ink,48.0,48539.870815,2329913,294.66,13602,Cloudy,0,2025-09,Sep 2025,Friday
2025-09-13,Printer Ink,9.0,42731.656713,384584,260.99,12894,Rainy,0,2025-09,Sep 2025,Saturday
2025-09-14,Printer Ink,26.0,51908.394607,1349618,286.99,13088,Sunny,1,2025-09,Sep 2025,Sunday
2025-09-15,Printer Ink,32.0,48662.267925,1557192,310.36,15943,Rainy,1,2025-09,Sep 2025,Monday
2025-09-16,Printer Ink,61.0,41442.446954,2527989,250.4,12115,Sunny,0,2025-09,Sep 2025,Tuesday
2025-09-17,Printer Ink,284.0,42688.968713,12123667,267.83,13572,Rainy,0,2025-09,Sep 2025,Wednesday
2025-09-18,Printer Ink,58.0,44195.101411,2563315,300.24,17105,Rainy,1,2025-09,Sep 2025,Thursday
2025-09-19,Printer Ink,6.0,48734.757584,292408,285.21,13536,Rainy,1,2025-09,Sep 2025,Friday
2025-09-20,Printer Ink,68.0,55128.008365,3748704,281.49,12408,Sunny,0,2025-09,Sep 2025,Saturday
2025-09-21,Printer Ink,28.0,45247.406504,1266927,305.79,15132,Rainy,0,2025-09,Sep 2025,Sunday
2025-09-22,Printer Ink,34.0,49620.142097,1687084,295.09,13580,Cloudy,1,2025-09,Sep 2025,Monday
2025-09-23,Printer Ink,34.0,55198.976323,1876765,288.03,14673,Snowy,1,2025-09,Sep 2025,Tuesday
2025-09-24,Printer Ink,53.0,49772.141742,2637923,293.23,13313,Cloudy,1,2025-09,Sep 2025,Wednesday
2025-09-25,Printer Ink,70.0,46197.274347,3233809,281.32,14452,Rainy,0,2025-09,Sep 2025,Thursday
2025-09-26,Printer Ink,137.0,46268.845986,6338831,282.18,13070,Rainy,0,2025-09,Sep 2025,Friday
2025-09-27,Printer Ink,23.0,49439.740077,1137114,270.25,12785,Snowy,0,2025-09,Sep 2025,Saturday
2025-09-28,Printer Ink,1.0,43249.129905,43249,257.89,13474,Snowy,0,2025-09,Sep 2025,Sunday
2025-09-29,Printer Ink,11.0,48734.582342,536080,281.18,13606,Rainy,0,2025-09,Sep 2025,Monday
2025-09-30,Printer Ink,9.0,56564.908256,509084,274.45,13165,Rainy,0,2025-09,Sep 2025,Tuesday
2025-10-01,Printer Ink,11.0,51375.802753,565133,278.5,16715,Rainy,0,2025-10,Oct 2025,Wednesday
2025-10-02,Printer Ink,39.0,49351.72823,1924717,272.98,11043,Cloudy,0,2025-10,Oct 2025,Thursday
2025-10-03,Printer Ink,177.0,50871.54537,9004263,284.56,14162,Cloudy,1,2025-10,Oct 2025,Friday
2025-10-04,Printer Ink,160.0,49058.775569,7849404,245.09,13081,Cloudy,0,2025-10,Oct 2025,Saturday
2025-10-05,Printer Ink,23.0,54149.328694,1245434,300.95,13177,Sunny,1,2025-10,Oct 2025,Sunday
2025-10-06,Printer Ink,29.0,48992.766485,1420790,258.49,13265,Rainy,1,2025-10,Oct 2025,Monday
2025-10-07,Printer Ink,20.0,40065.058792,801301,293.18,14599,Cloudy,1,2025-10,Oct 2025,Tuesday
2025-10-08,Printer Ink,30.0,55579.885898,1667396,284.32,15065,Cloudy,1,2025-10,Oct 2025,Wednesday
2025-10-09,Printer Ink,15.0,44864.863511,672972,263.64,13948,Sunny,1,2025-10,Oct 2025,Thursday
2025-10-10,Printer Ink,172.0,41156.153761,7078858,258.15,14152,Snowy,1,2025-10,Oct 2025,Friday
2025-10-11,Printer Ink,68.0,41054.748982,2791722,264.4,11489,Rainy,1,2025-10,Oct 2025,Saturday
2025-10-12,Printer Ink,5.0,48302.048201,241510,253.47,12795,Snowy,0,2025-10,Oct 2025,Sunday
2025-10-13,Printer Ink,172.0,43673.589712,7511857,274.11,13737,Rainy,0,2025-10,Oct 2025,Monday
2025-10-14,Printer Ink,87.0,54810.930205,4768550,301.91,13958,Sunny,0,2025-10,Oct 2025,Tuesday
2025-10-15,Printer Ink,61.0,42008.617209,2562525,266.03,14585,Sunny,0,2025-10,Oct 2025,Wednesday
2025-10-16,Printer Ink,98.0,43684.767353,4281107,262.4,13456,Sunny,0,2025-10,Oct 2025,Thursday
2025-10-17,Printer Ink,12.0,49604.98474,595259,230.52,11038,Sunny,0,2025-10,Oct 2025,Friday
2025-10-18,Printer Ink,5.0,42669.85413,213349,290.69,13534,Sunny,0,2025-10,Oct 2025,Saturday
2025-10-19,Printer Ink,46.0,55988.948829,2575491,257.66,13154,Sunny,1,2025-10,Oct 2025,Sunday
2025-10-20,Printer Ink,83.0,48752.567619,4046463,272.28,12931,Snowy,0,2025-10,Oct 2025,Monday
2025-10-21,Printer Ink,134.0,50768.520659,6802981,311.05,13013,Cloudy,0,2025-10,Oct 2025,Tuesday
2025-10-22,Printer Ink,88.0,49638.6196,4368198,267.65,13527,Sunny,0,2025-10,Oct 2025,Wednesday
2025-10-23,Printer Ink,3.0,49481.247721,148443,275.13,16419,Snowy,0,2025-10,Oct 2025,Thursday
2025-10-24,Printer Ink,23.0,44765.447538,1029605,274.65,12558,Sunny,1,2025-10,Oct 2025,Friday
2025-10-25,Printer Ink,134.0,47743.720498,6397658,259.2,13835,Snowy,1,2025-10,Oct 2025,Saturday
2025-10-26,Printer Ink,34.0,48132.098229,1636491,289.1,14467,Cloudy,1,2025-10,Oct 2025,Sunday
2025-10-27,Printer Ink,10.0,51762.425079,517624,267.75,13949,Snowy,1,2025-10,Oct 2025,Monday
2025-10-28,Printer Ink,41.0,50336.699644,2063804,241.86,13439,Cloudy,1,2025-10,Oct 2025,Tuesday
2025-10-29,Printer Ink,21.0,58070.182256,1219473,322.55,12686,Rainy,0,2025-10,Oct 2025,Wednesday
2025-10-30,Printer Ink,23.0,52627.052075,1210422,269.45,14572,Sunny,1,2025-10,Oct 2025,Thursday
2025-10-31,Printer Ink,125.0,42510.619958,5313827,271.26,13433,Snowy,1,2025-10,Oct 2025,Friday
2025-11-01,Printer Ink,34.0,41056.392558,1395917,271.92,13983,Cloudy,0,2025-11,Nov 2025,Saturday
2025-11-02,Printer Ink,42.0,47933.277799,2013197,262.5,15765,Sunny,1,2025-11,Nov 2025,Sunday
2025-11-03,Printer Ink,32.0,53428.786766,1709721,301.14,13150,Cloudy,1,2025-11,Nov 2025,Monday
2025-11-04,Printer Ink,78.0,45932.364886,3582724,241.52,16585,Rainy,1,2025-11,Nov 2025,Tuesday
2025-11-05,Printer Ink,52.0,46580.070275,2422163,286.59,12583,Snowy,1,2025-11,Nov 2025,Wednesday
2025-11-06,Printer Ink,116.0,39391.479734,4569411,253.25,15725,Cloudy,1,2025-11,Nov 2025,Thursday
2025-11-07,Printer Ink,16.0,55883.342837,894133,265.2,12752,Snowy,1,2025-11,Nov 2025,Friday
2025-11-08,Printer Ink,78.0,40885.638522,3189079,307.65,12533,Cloudy,1,2025-11,Nov 2025,Saturday
2025-11-09,Printer Ink,31.0,41616.206269,1290102,234.69,12552,Rainy,1,2025-11,Nov 2025,Sunday
2025-11-10,Printer Ink,41.0,44411.530738,1820872,260.87,13468,Rainy,1,2025-11,Nov 2025,Monday
2025-11-11,Printer Ink,13.0,46976.087309,610689,264.97,12665,Cloudy,0,2025-11,Nov 2025,Tuesday
2025-11-12,Printer Ink,26.0,53971.130537,1403249,293.36,13487,Rainy,1,2025-11,Nov 2025,Wednesday
2025-11-13,Printer Ink,39.0,45033.94972,1756324,258.2,14183,Sunny,0,2025-11,Nov 2025,Thursday
2025-11-14,Printer Ink,2.0,51018.867031,102037,284.14,14315,Sunny,0,2025-11,Nov 2025,Friday
2025-11-15,Printer Ink,327.6,50872.329989,16665775,291.97,13543,Rainy,1,2025-11,Nov 2025,Saturday
2025-11-16,Printer Ink,19.0,44240.563445,840570,256.57,14098,Rainy,0,2025-11,Nov 2025,Sunday
2025-11-17,Printer Ink,77.0,47211.813245,3635309,264.35,11928,Rainy,0,2025-11,Nov 2025,Monday
2025-11-18,Printer Ink,5.0,44193.466309,220967,237.32,14639,Cloudy,0,2025-11,Nov 2025,Tuesday
2025-11-19,Printer Ink,255.0,47710.835823,12166263,296.27,11995,Rainy,1,2025-11,Nov 2025,Wednesday
2025-11-20,Printer Ink,91.0,50494.652149,4595013,279.5,12861,Snowy,0,2025-11,Nov 2025,Thursday
2025-11-21,Printer Ink,123.0,48518.331167,5967754,264.59,13114,Rainy,1,2025-11,Nov 2025,Friday
2025-11-22,Printer Ink,5.0,45866.073151,229330,271.53,13654,Rainy,1,2025-11,Nov 2025,Saturday
2025-11-23,Printer Ink,327.6,51467.658978,16860805,267.6,13964,Cloudy,0,2025-11,Nov 2025,Sunday
2025-11-24,Printer Ink,18.0,45038.151032,810686,248.36,13273,Rainy,1,2025-11,Nov 2025,Monday
2025-11-25,Printer Ink,126.0,50813.742986,6402531,272.28,13160,Sunny,1,2025-11,Nov 2025,Tuesday
2025-11-26,Printer Ink,77.0,43249.218097,3330189,295.64,13808,Snowy,1,2025-11,Nov 2025,Wednesday
2025-11-27,Printer Ink,33.0,47303.433142,1561013,236.66,15822,Cloudy,1,2025-11,Nov 2025,Thursday
2025-11-28,Printer Ink,48.0,45772.767799,2197092,251.9,12465,Snowy,1,2025-11,Nov 2025,Friday
2025-11-29,Printer Ink,35.0,54371.853428,1903014,253.21,15439,Rainy,0,2025-11,Nov 2025,Saturday
2025-11-30,Printer Ink,61.0,43220.088683,2636425,274.6,12949,Cloudy,1,2025-11,Nov 2025,Sunday
2025-12-01,Printer Ink,3.0,46342.975889,139028,265.83,13084,Sunny,1,2025-12,Dec 2025,Monday
2025-12-02,Printer Ink,97.0,45822.389918,4444771,266.45,13263,Sunny,1,2025-12,Dec 2025,Tuesday
2025-12-03,Printer Ink,38.0,42631.341494,1619990,286.27,11970,Rainy,1,2025-12,Dec 2025,Wednesday
2025-12-04,Printer Ink,90.0,45974.820817,4137733,315.82,13426,Cloudy,0,2025-12,Dec 2025,Thursday
2025-12-05,Printer Ink,99.0,49839.600673,4934120,267.13,13832,Cloudy,1,2025-12,Dec 2025,Friday
2025-12-06,Printer Ink,28.0,53393.52397,1495018,311.66,11880,Rainy,0,2025-12,Dec 2025,Saturday
2025-12-07,Printer Ink,53.0,49430.619852,2619822,275.73,13381,Sunny,1,2025-12,Dec 2025,Sunday
2025-12-08,Printer Ink,30.0,55842.93266,1675287,277.5,13445,Sunny,0,2025-12,Dec 2025,Monday
2025-12-09,Printer Ink,11.0,39722.41638,436946,249.48,12441,Rainy,1,2025-12,Dec 2025,Tuesday
2025-12-10,Printer Ink,47.0,49834.949131,2342242,245.23,11993,Cloudy,0,2025-12,Dec 2025,Wednesday
2025-12-11,Printer Ink,17.0,50413.639918,857031,270.32,14730,Sunny,1,2025-12,Dec 2025,Thursday
2025-12-12,Printer Ink,24.0,60719.590819,1457270,267.56,11608,Cloudy,1,2025-12,Dec 2025,Friday
2025-12-13,Printer Ink,43.0,45890.693338,1973299,305.31,14059,Rainy,0,2025-12,Dec 2025,Saturday
2025-12-14,Printer Ink,37.0,58497.302991,2164400,306.45,14147,Snowy,1,2025-12,Dec 2025,Sunday
2025-12-15,Printer Ink,2.0,40700.155391,81400,247.42,13003,Rainy,0,2025-12,Dec 2025,Monday
2025-12-16,Printer Ink,95.0,38786.402223,3684708,281.76,14263,Cloudy,0,2025-12,Dec 2025,Tuesday
2025-12-17,Printer Ink,12.0,50742.078227,608904,275.92,13421,Cloudy,0,2025-12,Dec 2025,Wednesday
2025-12-18,Printer Ink,21.0,46576.717282,978111,271.95,15067,Sunny,1,2025-12,Dec 2025,Thursday
2025-12-19,Printer Ink,192.0,55273.375564,10612488,259.08,13549,Snowy,0,2025-12,Dec 2025,Friday
2025-12-20,Printer Ink,11.0,39504.521936,434549,295.27,12669,Snowy,1,2025-12,Dec 2025,Saturday
2025-12-21,Printer Ink,35.0,45197.930847,1581927,298.73,15767,Sunny,0,2025-12,Dec 2025,Sunday
2025-12-22,Printer Ink,97.0,46771.516228,4536837,270.24,13173,Sunny,1,2025-12,Dec 2025,Monday
2025-12-23,Printer Ink,7.0,42634.931566,298444,301.1,11560,Snowy,1,2025-12,Dec 2025,Tuesday
2025-12-24,Printer Ink,139.0,43693.802507,6073438,289.79,11807,Snowy,1,2025-12,Dec 2025,Wednesday
2025-12-25,Printer Ink,7.0,50610.930062,354276,254.65,15088,Cloudy,1,2025-12,Dec 2025,Thursday
2025-12-26,Printer Ink,8.0,40131.079549,321048,255.36,14083,Sunny,1,2025-12,Dec 2025,Friday
2025-12-27,Printer Ink,53.0,59846.796909,3171880,233.23,15108,Sunny,0,2025-12,Dec 2025,Saturday
2025-12-28,Printer Ink,138.0,52124.417628,7193169,263.81,12272,Rainy,0,2025-12,Dec 2025,Sunday
2025-12-29,Printer Ink,49.0,43962.456506,2154160,260.16,11355,Rainy,1,2025-12,Dec 2025,Monday
2025-12-30,Printer Ink,24.0,42221.047795,1013305,289.12,12659,Rainy,1,2025-12,Dec 2025,Tuesday
2025-12-31,Printer Ink,18.0,48941.142529,880940,304.95,12091,Rainy,0,2025-12,Dec 2025,Wednesday
2026-01-01,Printer Ink,141.0,47815.275225,6741953,301.6,14136,Snowy,1,2026-01,Jan 2026,Thursday
2026-01-02,Printer Ink,15.0,46869.300172,703039,278.31,15579,Cloudy,1,2026-01,Jan 2026,Friday
2026-01-03,Printer Ink,20.0,50134.43845,1002688,282.76,13021,Sunny,0,2026-01,Jan 2026,Saturday
2026-01-04,Printer Ink,327.6,48327.962646,15832240,280.54,11726,Sunny,0,2026-01,Jan 2026,Sunday
2026-01-05,Printer Ink,71.0,43641.292666,3098531,278.77,15246,Snowy,0,2026-01,Jan 2026,Monday
2026-01-06,Printer Ink,28.0,54841.264089,1535555,292.15,15051,Cloudy,0,2026-01,Jan 2026,Tuesday
2026-01-07,Printer Ink,39.0,55582.246601,2167707,265.45,13631,Cloudy,1,2026-01,Jan 2026,Wednesday
2026-01-08,Printer Ink,298.0,37670.847808,11225912,265.18,12269,Sunny,1,2026-01,Jan 2026,Thursday
2026-01-09,Printer Ink,86.0,57826.102385,4973044,260.13,11867,Sunny,0,2026-01,Jan 2026,Friday
2026-01-10,Printer Ink,24.0,48147.285299,1155534,294.42,15086,Rainy,0,2026-01,Jan 2026,Saturday
2026-01-11,Printer Ink,85.0,45025.152296,3827137,268.1,11777,Rainy,1,2026-01,Jan 2026,Sunday
2026-01-12,Printer Ink,48.0,47433.562938,2276811,266.91,14827,Rainy,0,2026-01,Jan 2026,Monday
2026-01-13,Printer Ink,21.0,49075.784292,1030591,248.07,15374,Rainy,0,2026-01,Jan 2026,Tuesday
2026-01-14,Printer Ink,327.6,42164.511478,13813093,252.68,14096,Rainy,0,2026-01,Jan 2026,Wednesday
2026-01-15,Printer Ink,29.0,52624.123403,1526099,301.84,13539,Sunny,0,2026-01,Jan 2026,Thursday
2026-01-16,Printer Ink,12.0,64117.858066,769414,273.49,12069,Sunny,0,2026-01,Jan 2026,Friday
2026-01-17,Printer Ink,162.0,45185.030297,7319974,295.21,15447,Snowy,0,2026-01,Jan 2026,Saturday
2026-01-18,Printer Ink,11.0,56724.160217,623965,291.12,13559,Cloudy,0,2026-01,Jan 2026,Sunday
2026-01-19,Printer Ink,159.0,50865.188565,8087564,280.88,11819,Rainy,1,2026-01,Jan 2026,Monday
2026-01-20,Printer Ink,327.6,53425.037506,17502042,249.22,12550,Snowy,1,2026-01,Jan 2026,Tuesday
2026-01-21,Printer Ink,168.0,47081.295889,7909657,246.99,12944,Cloudy,1,2026-01,Jan 2026,Wednesday
2026-01-22,Printer Ink,0.0,42385.869078,0,247.35,11372,Rainy,1,2026-01,Jan 2026,Thursday
2026-01-23,Printer Ink,153.0,47102.061753,7206615,273.54,13695,Sunny,1,2026-01,Jan 2026,Friday
2026-01-24,Printer Ink,5.0,45612.067566,228060,311.38,14926,Sunny,0,2026-01,Jan 2026,Saturday
2026-01-25,Printer Ink,188.0,42180.649407,7929962,240.75,12590,Snowy,0,2026-01,Jan 2026,Sunday
2026-01-26,Printer Ink,327.6,44451.780833,14562403,289.41,12636,Sunny,1,2026-01,Jan 2026,Monday
2025-01-01,Smartphones,437.0,572446.9365629999,259211614,297.02,16038,Rainy,1,2025-01,Jan 2025,Wednesday
2025-01-02,Smartphones,343.0,626529.1199642433,228098235,248.42,13080,Rainy,1,2025-01,Jan 2025,Thursday
2025-01-03,Smartphones,286.0,651905.137562347,182496732,279.54,12420,Sunny,1,2025-01,Jan 2025,Friday
2025-01-04,Smartphones,255.0,598655.4972101332,158975943,257.59,12045,Cloudy,1,2025-01,Jan 2025,Saturday
2025-01-05,Smartphones,733.0,596275.0965399483,400471518,285.95,15093,Cloudy,0,2025-01,Jan 2025,Sunday
2025-01-06,Smartphones,293.0,617488.4789360041,169690342,258.09,13552,Snowy,1,2025-01,Jan 2025,Monday
2025-01-07,Smartphones,120.0,540006.9325742038,67391394,253.71,14329,Sunny,1,2025-01,Jan 2025,Tuesday
2025-01-08,Smartphones,430.0,637731.571719227,257862595,253.33,13897,Snowy,0,2025-01,Jan 2025,Wednesday
2025-01-09,Smartphones,125.0,587316.9145101384,77531918,267.06,12972,Snowy,0,2025-01,Jan 2025,Thursday
2025-01-10,Smartphones,312.0,594781.7731423868,183873346,289.27,14212,Sunny,0,2025-01,Jan 2025,Friday
2025-01-11,Smartphones,628.0,639822.1601422733,379818032,264.83,13679,Rainy,1,2025-01,Jan 2025,Saturday
2025-01-12,Smartphones,80.0,641121.3710583957,50280052,236.43,11898,Cloudy,1,2025-01,Jan 2025,Sunday
2025-02-01,Smartphones,666.0,686630.0946796401,402673096,285.64,14691,Rainy,0,2025-02,Feb 2025,Saturday
2025-02-02,Smartphones,378.0,552457.6919917723,203752113,288.35,13526,Rainy,1,2025-02,Feb 2025,Sunday
2025-02-03,Smartphones,157.0,626999.4996474306,94181633,284.75,14631,Sunny,1,2025-02,Feb 2025,Monday
2025-02-04,Smartphones,185.0,561342.8951986923,112530333,281.83,14278,Rainy,0,2025-02,Feb 2025,Tuesday
2025-02-05,Smartphones,422.0,578194.5172571769,246800416,272.24,13225,Sunny,0,2025-02,Feb 2025,Wednesday
2025-02-06,Smartphones,43.0,618180.3275125943,26611061,257.31,13192,Cloudy,0,2025-02,Feb 2025,Thursday
2025-02-07,Smartphones,150.0,567376.8987562347,80004785,278.12,12607,Sunny,0,2025-02,Feb 2025,Friday
2025-02-08,Smartphones,24.0,539438.4132213148,13745910,254.51,14554,Rainy,1,2025-02,Feb 2025,Saturday
2025-02-09,Smartphones,180.0,621820.277960335,112755078,274.69,14008,Sunny,0,2025-02,Feb 2025,Sunday
2025-02-10,Smartphones,25.0,649421.8717395253,14947434,271.48,12577,Snowy,0,2025-02,Feb 2025,Monday
2025-02-11,Smartphones,90.0,526057.3796658821,53897636,282.27,13884,Sunny,0,2025-02,Feb 2025,Tuesday
2025-02-12,Smartphones,763.0,552281.2071696996,399274290,269.85,13200,Cloudy,0,2025-02,Feb 2025,Wednesday
2025-03-01,Smartphones,259.0,584759.4223005383,166098082,285.58,15142,Cloudy,0,2025-03,Mar 2025,Saturday
2025-03-02,Smartphones,111.0,569944.5878574025,63876821,267.96,12795,Sunny,0,2025-03,Mar 2025,Sunday
2025-03-03,Smartphones,224.0,621068.0332423978,125977251,262.94,12790,Rainy,1,2025-03,Mar 2025,Monday
2025-03-04,Smartphones,171.0,574636.0106825602,109822106,268.26,12131,Rainy,1,2025-03,Mar 2025,Tuesday
2025-03-05,Smartphones,96.0,637162.0758243662,53699770,281.95,14257,Sunny,1,2025-03,Mar 2025,Wednesday
2025-03-06,Smartphones,40.0,572131.5967922949,20264726,277.77,12472,Sunny,1,2025-03,Mar 2025,Thursday
2025-03-07,Smartphones,257.0,582792.9669604622,137048444,298.28,15106,Sunny,0,2025-03,Mar 2025,Friday
2025-03-08,Smartphones,122.0,684248.986991802,77787070,263.12,13589,Snowy,1,2025-03,Mar 2025,Saturday
2025-03-09,Smartphones,57.0,648972.7636464855,36625452,299.36,14148,Snowy,0,2025-03,Mar 2025,Sunday
2025-03-10,Smartphones,47.0,602348.3070625031,28758362,276.56,13278,Cloudy,1,2025-03,Mar 2025,Monday
2025-03-11,Smartphones,188.0,588540.2945913018,120549767,273.47,12977,Cloudy,0,2025-03,Mar 2025,Tuesday
2025-03-12,Smartphones,27.0,456366.8029719391,12465193,273.39,13116,Sunny,0,2025-03,Mar 2025,Wednesday
2025-04-01,Smartphones,89.0,557211.3613936509,55370470,267.77,12195,Snowy,1,2025-04,Apr 2025,Tuesday
2025-04-02,Smartphones,283.0,639744.6710157952,167382269,268.75,13438,Snowy,1,2025-04,Apr 2025,Wednesday
2025-04-03,Smartphones,73.0,573531.0718316715,47072123,288.3,15219,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-04,Smartphones,226.0,574862.6257308832,137418521,292.15,13316,Sunny,1,2025-04,Apr 2025,Friday
2025-04-05,Smartphones,8.0,657639.7484323871,5315243,272.33,13025,Cloudy,1,2025-04,Apr 2025,Saturday
2025-04-06,Smartphones,105.0,593083.8928268657,59012828,259.32,12775,Rainy,0,2025-04,Apr 2025,Sunday
2025-04-07,Smartphones,161.0,622219.2723256721,94874574,269.41,13648,Cloudy,1,2025-04,Apr 2025,Monday
2025-04-08,Smartphones,18.0,629744.9924189423,10151075,286.22,14784,Sunny,0,2025-04,Apr 2025,Tuesday
2025-04-09,Smartphones,222.0,529848.7005603042,121829405,262.77,11750,Cloudy,1,2025-04,Apr 2025,Wednesday
2025-04-10,Smartphones,25.0,564459.7892977998,14533084,268.02,14580,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-11,Smartphones,122.0,582629.8941543094,63866007,293.37,14549,Cloudy,1,2025-04,Apr 2025,Friday
2025-04-12,Smartphones,21.0,598851.8310196499,12427629,282.53,15286,Rainy,0,2025-04,Apr 2025,Saturday
2025-05-01,Smartphones,30.0,692031.8945447232,19487547,279.83,13956,Snowy,1,2025-05,May 2025,Thursday
2025-05-02,Smartphones,60.0,643815.7626300964,39150968,251.88,13141,Sunny,1,2025-05,May 2025,Friday
2025-05-03,Smartphones,102.0,558712.4518264491,58449027,283.95,13648,Rainy,1,2025-05,May 2025,Saturday
2025-05-04,Smartphones,186.0,587078.5218713426,107889428,286.18,13005,Snowy,1,2025-05,May 2025,Sunday
2025-05-05,Smartphones,138.0,584733.0849227388,82507251,261.96,11740,Cloudy,1,2025-05,May 2025,Monday
2025-05-06,Smartphones,4.0,516361.9760906331,2260651,267.1,13454,Cloudy,0,2025-05,May 2025,Tuesday
2025-05-07,Smartphones,149.0,659836.1092067668,104475531,263.63,13624,Sunny,1,2025-05,May 2025,Wednesday
2025-05-08,Smartphones,2.0,726350.8904504767,1307152,267.88,12603,Rainy,1,2025-05,May 2025,Thursday
2025-05-09,Smartphones,34.0,633328.177350332,21435411,269.58,13368,Cloudy,0,2025-05,May 2025,Friday
2025-05-10,Smartphones,70.0,649024.4374943175,47119898,265.92,13340,Cloudy,0,2025-05,May 2025,Saturday
2025-05-11,Smartphones,190.0,610171.6939046257,103340888,278.37,14400,Snowy,1,2025-05,May 2025,Sunday
2025-05-12,Smartphones,57.0,600244.1019233268,38445712,276.14,13829,Sunny,1,2025-05,May 2025,Monday
2025-06-01,Smartphones,111.0,526033.7724211316,54824648,267.5,11984,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-02,Smartphones,52.0,644898.6983465945,31357787,288.76,13891,Sunny,0,2025-06,Jun 2025,Monday
2025-06-03,Smartphones,78.0,560831.6149695609,42996136,251.45,12278,Sunny,0,2025-06,Jun 2025,Tuesday
2025-06-04,Smartphones,47.0,597026.534112299,24458126,260.08,12395,Snowy,1,2025-06,Jun 2025,Wednesday
2025-06-05,Smartphones,16.0,594399.8495798896,8832939,270.94,12267,Rainy,0,2025-06,Jun 2025,Thursday
2025-06-06,Smartphones,45.0,651671.1605662111,31592468,283.3,16594,Rainy,1,2025-06,Jun 2025,Friday
2025-06-07,Smartphones,23.0,734563.968639112,15294722,294.4,13442,Rainy,0,2025-06,Jun 2025,Saturday
2025-06-08,Smartphones,66.0,680440.2763125206,41600397,265.89,14370,Rainy,1,2025-06,Jun 2025,Sunday
2025-06-09,Smartphones,143.0,619675.6171629668,90310499,289.33,14666,Rainy,1,2025-06,Jun 2025,Monday
2025-06-10,Smartphones,21.0,649855.3386201514,13970436,282.05,13890,Cloudy,0,2025-06,Jun 2025,Tuesday
2025-06-11,Smartphones,101.0,537572.2286661016,52876575,263.07,13323,Cloudy,0,2025-06,Jun 2025,Wednesday
2025-06-12,Smartphones,4.0,493339.8542175008,1984899,259.45,14194,Sunny,1,2025-06,Jun 2025,Thursday
2025-06-13,Smartphones,35.0,615005.253196,21525183,286.41,12978,Sunny,1,2025-06,Jun 2025,Friday
2025-06-14,Smartphones,109.0,603222.299065,65751230,273.97,13842,Sunny,1,2025-06,Jun 2025,Saturday
2025-06-15,Smartphones,148.0,654990.424431,96938582,292.77,12632,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-16,Smartphones,92.0,588913.044784,54180000,277.54,11185,Sunny,0,2025-06,Jun 2025,Monday
2025-06-17,Smartphones,30.0,563861.188133,16915835,263.33,15185,Cloudy,0,2025-06,Jun 2025,Tuesday
2025-06-18,Smartphones,22.0,540170.737708,11883756,270.2,12054,Sunny,1,2025-06,Jun 2025,Wednesday
2025-06-19,Smartphones,67.0,606129.246375,40610659,243.44,13621,Sunny,1,2025-06,Jun 2025,Thursday
2025-06-20,Smartphones,26.0,546363.408571,14205448,278.09,14638,Rainy,0,2025-06,Jun 2025,Friday
2025-06-21,Smartphones,19.0,568882.504876,10808767,268.99,12405,Rainy,1,2025-06,Jun 2025,Saturday
2025-06-22,Smartphones,104.0,619763.786124,64455433,287.26,13667,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-23,Smartphones,46.0,692946.454453,31875536,278.13,12445,Cloudy,1,2025-06,Jun 2025,Monday
2025-06-24,Smartphones,28.0,569148.891189,15936168,226.74,13005,Sunny,1,2025-06,Jun 2025,Tuesday
2025-06-25,Smartphones,69.0,553149.591541,38167321,263.17,13020,Rainy,1,2025-06,Jun 2025,Wednesday
2025-06-26,Smartphones,816.0,771586.186473,629614328,295.47,12533,Rainy,1,2025-06,Jun 2025,Thursday
2025-06-27,Smartphones,76.0,657532.874196,49972498,285.85,11627,Sunny,0,2025-06,Jun 2025,Friday
2025-06-28,Smartphones,123.0,539229.003893,66325167,305.98,15508,Rainy,0,2025-06,Jun 2025,Saturday
2025-06-29,Smartphones,283.0,643092.009309,181995038,291.04,14384,Rainy,1,2025-06,Jun 2025,Sunday
2025-06-30,Smartphones,41.0,576433.562451,23633776,272.23,15942,Cloudy,1,2025-06,Jun 2025,Monday
2025-07-01,Smartphones,64.0,622346.044863,39830146,264.81,15235,Cloudy,1,2025-07,Jul 2025,Tuesday
2025-07-02,Smartphones,189.0,538932.244175,101858194,264.54,12043,Cloudy,0,2025-07,Jul 2025,Wednesday
2025-07-03,Smartphones,177.0,663564.099151,117450845,263.65,14260,Snowy,1,2025-07,Jul 2025,Thursday
2025-07-04,Smartphones,18.0,564479.896546,10160638,260.6,15709,Cloudy,0,2025-07,Jul 2025,Friday
2025-07-05,Smartphones,28.0,592248.118316,16582947,294.08,13370,Rainy,1,2025-07,Jul 2025,Saturday
2025-07-06,Smartphones,17.0,632690.478037,10755738,277.03,14802,Sunny,1,2025-07,Jul 2025,Sunday
